Country_Name,Tech_value_added,R&D_exp,Ind_design,Ut_model,Trademark,Patent,High-tech exp,UNCTAD_class,Payments_IP_r,Payments_IP_p,FDI,Researchers
Angola,3.4,,46,,5,180,80,77,204,455,least developed country,,222,726,990.0,-6,598,652,652.1,
Albania,6.3,,152,1,3,191,21,886,411,developed economy,13222816.7,31,727,566.8,1,441,381,891.4,
United Arab Emirates,40.8,1.5,902,9,32,235,2,848,32,113,488,119,developing economy,,,22,736,555,479.9,2,666
Argentina,28.6,0.5,2,230,200,88,838,3,576,663,679,612,developing economy,204704856.7,1,761,243,242.3,15,408,346,793.7,1,284
Armenia,8.3,0.2,164,84,5,535,34,476,798,137,developing economy,,,998,055,425.4,
Australia,31.3,,7,860,262,76,646,32,284,7,759,351,128,developed economy,1273308022.4,4,145,505,610.9,70,084,936,395.4,
Austria,44.8,3.3,370,344,7,068,1,887,26,998,954,256,developed economy,1680848563.8,1,849,911,177.9,10,114,413,567.4,6,342
Azerbaijan,13.0,0.2,184,27,7,189,213,49,457,683,developing economy,3384000.0,198,087,000.0,-4,474,481,000.0,1,729
Belgium,53.1,3.4,,,,1,207,65,782,548,564,developed economy,4076074549.5,3,531,671,696.8,12,484,998,787.4,6,582
Bangladesh,7.8,,1,296,,13,687,418,,least developed country,3758746.3,49,515,537.1,1,634,888,030.4,
Bulgaria,32.3,0.8,143,214,4,460,171,2,248,380,615,developed economy,291840000.0,266,370,000.0,3,216,630,000.0,2,339
Bahrain,24.6,,88,,7,425,489,18,152,069,developing economy,,,1,951,329,787.2,
Bosnia and Herzegovina,18.6,0.2,196,,3,444,51,342,055,996,developed economy,6635653.1,15,733,082.0,797,783,244.9,443
Belarus,37.8,0.5,271,312,6,056,342,856,741,805,developed economy,123842510.0,248,656,400.0,1,613,025,743.4,1,394
Belize,18.5,,,,934,32,17,developing economy,,12,679,939.7,140,907,967.6,
Bolivia,11.9,,89,10,8,558,226,35,257,665,developing economy,1672885.0,25,194,145.0,2,849,849.4,
Brazil,30.7,1.1,7,196,2,276,386,805,24,759,7,651,750,559,developing economy,745138504.7,7,299,729,724.1,74,606,361,830.2,
Brunei Darussalam,3.3,,,,1,709,155,28,422,229,developing economy,,6,142,326.2,-292,416,275.5,
Botswana,28.7,,,,1,738,13,38,743,818,developing economy,529483.3,117,601,953.1,216,459,291.1,
Canada,34.9,1.7,6,845,,70,583,38,052,303,335,008,047,developed economy,7736160393.5,16,084,368,732.7,49,984,660,121.9,5,076
Switzerland,68.0,3.4,2,614,,33,922,1,546,77,973,722,315,developed economy,30778890909.0,32,067,022,348.4,-10,988,929,763.8,6,023
Chile,20.4,0.3,506,115,42,311,3,136,1,270,023,182,developing economy,65404498.4,1,324,660,663.6,20,864,902,958.2,519
China,41.5,2.4,796,211,2,950,653,29,432,1,619,268,769,699,283,036,developing economy,13304772071.0,44,474,106,058.3,180,166,881,345.0,1,687
Colombia,24.9,0.3,925,182,44,948,3,032,883,404,294,developing economy,162054820.6,1,597,592,103.4,17,182,521,349.9,
Cabo Verde,27.1,,1,,508,3,20,796,developing economy,29645.5,1,211,734.0,121,843,587.6,
Costa Rica,14.2,0.3,64,5,11,391,586,1,921,488,086,developing economy,7259197.6,743,019,289.3,3,673,404,329.0,399
Cuba,16.2,0.5,,,2,296,,,developing economy,,,,
Cyprus,29.8,0.8,16,,1,571,7,93,589,529,developed economy,570863868.9,273,025,423.7,480,194,908.4,1,743
Czechia,51.3,2,158,1,095,7,500,551,45,217,937,911,developed economy,828135058.8,1,633,672,402.0,10,529,730,878.6,4,569
Germany,60.6,3.1,4,017,9,469,77,150,57,213,223,370,841,889,developed economy,53303007588.8,19,844,477,984.2,47,374,917,272.7,5,536
Denmark,56.7,2.8,143,85,3,199,1,227,14,326,669,683,developed economy,6395685614.1,1,872,194,645.3,34,212,739,239.6,7,708
Algeria,2.7,,385,,12,165,1,118,,developing economy,468636.1,122,677,213.9,75,640,098.1,
Ecuador,13.5,,164,23,22,076,509,124,665,033,developing economy,26146903.3,247,619,679.4,845,052,803.5,
Egypt, Arab Rep.,22.7,0.9,2,244,,34,650,1,914,638,950,944,developing economy,156300000.0,395,400,000.0,11,399,900,000.0,822
Spain,39.8,1.4,1,264,2,635,47,509,1,318,32,851,519,783,developed economy,4517637598.8,5,829,246,356.4,51,425,057,273.8,3,252
Estonia,29.5,1.8,1,264,43,1,789,15,2,285,853,223,developed economy,71150472.6,64,478,983.4,1,646,928,488.3,4,038
Ethiopia,16.1,,66,233,2,752,64,9,014,081,least developed country,344401.9,3,241,504.1,3,669,991,332.2,
Finland,46.1,3,113,235,3,531,1,447,4,490,473,203,developed economy,3198920285.1,990,037,061.7,13,363,660,492.4,7,871
France,51.7,2.2,5,572,696,101,848,14,746,95,753,974,734,developed economy,14126390161.1,13,407,741,811.0,105,424,958,013.8,5,175
United Kingdom,45.0,2.9,17,666,,156,741,19,485,72,663,086,859,developed economy,28025385390.9,17,784,154,306.8,44,897,919,400.6,
Georgia,14.2,0.3,181,36,4,507,241,39,449,988,developing economy,7366648.1,82,044,767.3,2,131,439,388.3,1,717
Ghana,10.8,,768,17,3,503,21,,developing economy,21613385.1,249,876,004.1,1,510,872,058.2,
Gambia, The,3.9,,6,1,945,88,20,least developed country,,,231,488,000.0,
Greece,26.5,1.5,131,18,6,853,1,085,2,818,932,039,developed economy,87274704.7,279,990,877.9,7,947,989,003.1,4,326
Guatemala,22.4,0.1,56,5,12,851,289,368,666,406,developing economy,17271210.0,406,731,240.0,1,386,717,660.0,15
Hong Kong SAR, China,36.0,1,1,672,579,,20,164,194,079,875,754,developing economy,714653695.2,2,037,243,794.5,122,407,913,138.4,4,585
Honduras,7.2,,21,2,7,765,194,21,992,491,developing economy,,102,302,654.4,758,999,597.6,
Croatia,32.7,,,27,2,602,130,1,723,344,099,developed economy,125059892.2,387,783,909.8,3,589,230,734.1,2,331
Hungary,54.6,1.6,119,208,4,346,501,21,996,652,567,developed economy,1600622726.6,1,361,684,817.4,-10,235,193,158.7,4,452
Indonesia,31.0,0.3,4,862,4,088,120,335,9,967,9,894,860,444,developing economy,213320413.7,2,063,949,838.7,24,702,029,705.1,400
India,45.5,0.6,22,557,,479,187,77,068,35,219,086,846,developing economy,1167577791.2,10,427,794,881.3,49,940,258,404.3,260
Ireland,54.4,1.1,50,117,3,028,89,80,006,331,470,developed economy,14880800687.2,142,667,383,040.4,-1,898,868,608.5,5,251
Iran, Islamic Rep.,38.4,,8,212,,107,304,8,681,96,091,030,developing economy,,,1,500,000,000.0,
Iraq,5.9,0,,,2,891,,,developing economy,2300000.0,8,300,000.0,-2,088,200,000.0,162
Iceland,13.9,2.8,149,,3,909,39,322,122,034,developed economy,86464476.1,70,940,517.3,1,220,864,330.6,6,940
Israel,46.9,5.6,1,236,,11,074,10,073,14,221,825,000,developed economy,2768700000.0,2,700,300,000.0,23,031,200,000.0,
Italy,43.5,1.5,1,104,1,826,41,630,9,221,43,256,520,915,developed economy,5270545084.4,5,788,000,992.8,62,728,326,243.6,2,678
Jamaica,18.8,,191,,3,606,19,927,489,developing economy,4769937.2,50,756,619.7,318,736,000.0,
Jordan,19.9,,123,,7,942,350,129,255,367,developing economy,15633802.8,34,929,577.5,1,137,042,253.5,
Japan,56.1,3.3,30,438,4,513,168,381,289,530,83,102,743,949,developed economy,46598458567.6,27,797,728,101.8,49,278,835,164.4,5,638
Kazakhstan,16.9,0.1,192,,11,152,838,4,589,168,984,developing economy,6647490.0,301,748,390.6,4,926,602,899.1,626
Kenya,15.1,,122,366,6,978,417,46,921,966,developing economy,73661978.8,39,863,721.8,393,583,092.1,
Kyrgyz Republic,2.1,0.1,124,7,3,280,71,134,789,301,developing economy,3217996.0,8,282,522.0,54,849,000.0,
Cambodia,0.3,,6,,7,117,162,1,192,959,337,least developed country,17711102.6,37,606,655.5,3,578,831,295.9,
Korea, Rep.,63.6,4.9,56,907,3,084,255,794,237,633,98,537,965,972,developed economy,7925500000.0,11,676,500,000.0,17,996,000,000.0,9,082
Kuwait,31.9,0.2,308,,12,673,734,77,704,144,developing economy,,,752,255,306.0,166
Sri Lanka,9.0,0.1,159,,9,465,431,103,354,129,developing economy,,,898,295,213.8,105
Lithuania,32.5,1.1,112,,2,823,77,3,569,439,157,developed economy,8552530.5,509,225,246.3,745,150,135.6,3,935
Luxembourg,22.4,1,,,,2,093,804,989,238,developed economy,2194302481.6,6,601,643,473.7,-322,053,781,286.1,4,941
Latvia,25.2,0.7,55,,2,308,112,1,920,977,117,developed economy,18926877.4,38,768,989.0,1,161,689,940.1,2,405
Macao SAR, China,6.1,0.4,268,20,12,432,31,0,developing economy,,189,890,196.0,2,933,072,258.2,4,132
Morocco,41.2,,1,160,,15,814,2,913,1,268,377,658,developing economy,2706999.2,176,734,128.4,2,177,845,609.4,
Moldova,24.4,0.2,209,102,4,055,59,22,595,261,developed economy,2850000.0,44,580,000.0,586,040,000.0,781
Madagascar,3.3,,360,,2,125,32,6,075,603,least developed country,653253.7,8,299,458.9,467,848,664.2,
Maldives,2.6,,,608,,,37,875,developing economy,,63,131,272.9,721,895,590.2,
Mexico,42.6,0.3,3,667,,176,550,16,605,85,898,585,526,developing economy,1712564970.0,4,321,444,242.0,39,101,311,849.0,358
North Macedonia,33.2,0.4,188,,3,544,24,286,568,130,developed economy,13723701.0,137,655,090.0,854,152,514.5,744
Malta,29.0,0.7,12,,1,763,16,206,522,669,developed economy,,1,752,706,800.5,4,829,250,953.3,2,161
Montenegro,14.9,,194,,2,975,7,14,404,160,developed economy,918007.9,6,593,835.7,872,558,550.3,
Mongolia,4.3,0.1,329,97,3,622,192,51,108,193,developing economy,1585758.9,33,398,294.1,2,504,294,749.7,332
Mozambique,10.9,,110,14,3,027,41,18,227,565,least developed country,,,2,539,017,295.6,
Mauritius,4.1,0.4,6,,2,120,8,16,815,518,developing economy,701569.0,12,079,701.0,252,104,279.7,557
Malaysia,44.6,1,1,656,168,37,738,7,374,66,214,448,416,developing economy,281839163.5,2,677,724,275.2,14,725,970,431.6,726
Namibia,7.3,,97,4,1,700,32,764,250,developing economy,1718473.8,8,863,053.7,1,056,043,502.7,
Niger,18.3,,188,,,,5,916,151,least developed country,23443.2,,965,976,159.0,
Nigeria,33.4,,,,,1,104,76,499,040,developing economy,,252,840,000.0,-186,792,428.9,
Netherlands,52.5,2.3,,,,3,772,92,149,414,409,developed economy,35259119165.5,31,120,479,139.5,-12,076,017,255.6,6,074
Norway,42.8,1.9,1,210,,16,207,1,410,5,273,631,388,developed economy,430020824.7,546,959,607.8,12,903,798,815.5,7,228
New Zealand,21.6,1.5,1,736,,25,260,7,043,819,871,309,developed economy,1103242039.4,1,092,436,689.0,8,340,194,362.3,5,102
Oman,45.0,0.3,195,,11,310,530,784,357,485,developing economy,,267,361,797.7,5,478,803,641.1,330
Pakistan,22.9,0.2,478,,46,467,908,329,499,960,developing economy,13000000.0,111,000,000.0,1,415,000,000.0,415
Panama,6.2,0.2,,,,,333,696,developing economy,170505.6,24,028,220.3,2,997,059,850.1,
Peru,13.4,0.2,391,447,33,597,1,449,263,100,678,developing economy,39533789.9,521,794,008.1,10,848,486,727.6,
Philippines,41.8,,1,341,1,639,40,314,4,765,41,726,924,625,developing economy,12281658.5,550,887,119.5,9,365,998,303.2,
Poland,32.9,1.4,874,673,14,235,3,323,28,268,826,995,developed economy,1234000000.0,4,002,000,000.0,36,900,000,000.0,3,534
Portugal,27.7,1.7,231,96,20,204,745,3,746,711,414,developed economy,142229655.7,857,595,447.1,9,531,041,797.4,5,473
Paraguay,21.8,0.2,83,14,24,781,371,179,228,712,developing economy,,15,080,000.0,672,035,411.4,
Qatar,50.1,0.7,,,10,568,,269,483,240,developing economy,,,76,098,901.1,983
Romania,41.1,0.5,215,49,10,828,843,8,356,833,712,developed economy,95573680.7,953,958,365.5,11,477,511,658.9,985
Russian Federation,32.2,1.1,6,868,8,521,109,374,26,924,10,553,177,551,developed economy,744370000.0,4,481,680,000.0,-39,799,830,000.0,2,725
Rwanda,6.8,,46,7,1,230,12,6,797,226,least developed country,585470.6,255,795.4,398,599,354.8,
Saudi Arabia,36.7,0.4,1,508,,40,287,5,837,158,436,055,developing economy,,,28,055,082,624.0,692
Singapore,81.8,2.2,2,317,,27,821,14,653,94102974777,developing economy,12341779497.1,15,806,794,003.9,140,844,052,224.4,7,225
Serbia,25.4,,311,77,6,407,148,985830757,developed economy,210696853.4,639,817,124.8,4,612,248,811.5,2,207
Suriname,11.5,,,,659,,29033118,developing economy,30580.0,6,662,934.0,-9,305,315.4,
Slovak Republic,49.8,0.9,102,288,3,338,203,7897423538,developed economy,52119502.1,742,810,666.0,4,049,276,966.1,3,211
Slovenia,37.3,2.1,106,,1,894,246,3881308703,developed economy,156218544.7,283,531,749.2,2,180,392,923.5,5,223
Sweden,51.2,3.4,191,,7,840,2,180,22976306438,developed economy,8275103503.0,15,260,276,276.1,45,881,781,374.1,8,131
Syrian Arab Republic,21.5,,242,10,10,272,139,,developing economy,,,,
Thailand,41.4,1.3,5,259,3,441,42,279,8,607,44864080341,developing economy,264794464.2,5,530,413,569.7,11,231,916,012.2,2,024
Tajikistan,2.8,0.1,58,158,2,252,3,3026694,developing economy,,31,390.0,174,305,128.2,
Tonga,1.6,,1,,185,,,developing economy,,13,585.7,7,492,007.1,
Trinidad and Tobago,39.4,0.1,11,,,,6251561,developing economy,10188260.9,16,851,590.7,-913,501,690.4,591
Tunisia,27.6,,744,,5,547,366,1041437027,developing economy,22071143.2,23,488,851.7,643,213,141.2,1,584
Turkiye,34.3,1.4,20,496,5,558,212,099,9,119,6814962080,developing economy,234000000.0,2,853,000,000.0,13,094,000,000.0,2,000
Tanzania,7.0,,,,4,746,62,17160700,least developed country,,,1,264,667,981.5,
Uganda,11.1,,58,19,3,860,11,17816472,least developed country,16958000.0,,2,952,941,687.8,
Ukraine,28.3,0.3,1,303,2,378,21,601,2,760,888065427,developed economy,51000000.0,349,000,000.0,247,000,000.0,587
Uruguay,19.5,0.4,,,6,095,,186096554,developing economy,76054020.5,199,038,273.0,8,523,456,474.6,808
United States,44.1,3.5,52,325,,544,823,594,340,166,435,572,426,developed economy,127392000000.0,53,241,000,000.0,388,078,000,000.0,4,452
Uzbekistan,18.1,0.1,218,453,9,516,674,83976164,developing economy,441339.0,111,469,037.9,2,497,511,102.6,525
Venezuela, RB,34.3,,33,84,12,143,230,,developing economy,,,941,333,333.3,289
Viet Nam,39.9,0.4,3,396,601,64,175,8,707,122,993,363,763,developing economy,,,17,900,000,000.0,779
Yemen, Rep.,2.1,,79,,4,960,15,,least developed country,,,,
South Africa,24.4,0.6,1,700,,39,120,13,990,2475526790,developing economy,207073126.8,1,453,465,563.4,9,194,808,415.6,473
Zambia,9.7,,42,,3,046,19,11237469,least developed country,,20,230,940.2,-65,118,862.8,
Zimbabwe,9.6,,17,,2,154,41,7822102,developing economy,,,341,500,000.0,